restaurantLink;restaurant;category;locaition;date;starsValue;text;useful;funny;cool
/biz/sweet-chive-austin;Sweet Chive;Sushi Bars,Chinese,Japanese;East Austin, Austin;Jun 18, 2023;5;Wow.  I. Have driven by this spot but never tried it.  the reviews for this Asian Fusion restaurant were great.  Photos and extensiveness of the menu were amazing.  What an excellent experience!  Max the server was smart, cool and knowledgeable of the menu.  The preparations were varied and incredibly prepared.  Really fresh ingredients.  Great flavor.  Good value.  We had Mata Hari, Vegan eggplant, spicy chili wontons, scallion pancakes,.  There were so many other dishes that we wanted to try but got too full.  This was an excellent meal.  The place is easy and casual--nice vibe of the interior.  We will be back!;--;--;--
/biz/lima-criolla-austin;Lima Criolla;Latin American,Peruvian,Soup;Austin, TX;Jun 15, 2023;4;After a going away party at Easy Tiger, we stopped into Lima Criolla for dinner.  We had a great experience.  Knowledgeable and service-oriented server who suggested several fan favorites.  We settled on splitting Anticuchos (Grill Beef Hearts Kebab) and Arroz Chaufa de Mariscos (seafood on rice).  Both were excellent,  Even with two people splitting an appetizer and entree, we had enough leftovers for lunch the following day.   Can't wait to return for Ceviche.  This is a nice change of pace and a great neighborhood spot.  We will be back!  Thank you!;--;--;--
/biz/goodfolks-georgetown;Goodfolks;Comfort Food,Beer Bar,Cocktail Bars;Georgetown, TX;Jun 10, 2023;4;We had fried pickles, etouffee and the gold folks salad for lunch.  Service was friendly and attentive.  Each dish was tasty.  A good option in downtown Georgetown.  Cute space good ambiance.;1;--;1
/biz/veracruz-fonda-and-bar-austin;Veracruz Fonda & Bar;Mexican,Breakfast & Brunch,Cocktail Bars;Austin, TX;Jun 3, 2023;5;Had a nice Saturday lunch --shrimp ceviche and a tamal.  Both were large portions, well prepared and quite tasty.  Outside was full so we dined inside.  Service was good, restaurant was busy, dishes were great.  Will be back.  A nice addition to Mueller and the Central American Gulf Coast Mexican state  is a welcome change of pace from Tex-Mex.;--;--;--
/biz/inn-on-the-alameda-santa-fe;Inn On the Alameda;Hotels;Santa Fe, NM;Jan 6, 2023;5;I stayed at Inn on the Alameda on two different trips in December, 2022.  The holiday decorations were very festive.  I love this spot (which I have stayed at many times prior to December) because of the location, the owner-operator business and the hospitality of the staff.  The hotel has a very Santa Fe style vibe and is very well located--a few blocks from the Plaza in one direction and the Canyon Road Arts District in another.   They are along a creek/Greenbelt that makes for a lovely walk or run.  The breakfast is great, the tequila bar is lively and many of the rooms have patios or balconies which is quite nice with Santa Fe's weather --often cool mornings, hot afternoons and cool/cold night weather.  This is my usual spot to stay if I am not renting a VRBO house.  On my last trip I purchased a painting that was in the lobby--love that they display local artists' works!;--;--;--
/biz/mi-madres-restaurant-austin-2;Mi Madre's Restaurant;Tex-Mex,Breakfast & Brunch,Cocktail Bars;Austin, TX;Dec 10, 2022;5;We visited Mi Madre's recently and had a great experience!  Our server was super knowledgeable about the menu and very positive about the establishment and life in general.  Love it when you get positive and happy servers!  He recommended the Carne Guidsada Tacos (that stew meat was very flavorful!) which I had enough for breakfast the next day!  My husband was all set to eat chicken mole enchiladas which were also terrific.  This is a great spot for breakfast, brunch, lunch or dinner.   For a quick and simple meal stop or a big group.  Will be back again.;--;--;1
/biz/the-cowgirl-bbq-santa-fe;The Cowgirl BBQ;Barbeque,Burgers,Bars;Santa Fe, NM;Dec 10, 2022;4;"I have been to Cowgirl BBQ three or four times over the past 3-4 years.  Always with kids.  The menu and the environment is fairly children-friendly.  The Christmas lights and decorations this December were quite festive and is a very nice experience.  Our kids loved it!  The staff was friendly and responsive and fun.  The food is pretty good, nothing special.  I had a broth based Posole soup that quite nice--more like chicken soup with hominy that was a very nice take and a nice break from the typical New Mexican fare (which I love but something simple was nice).  My sister and split the Pear salad from the ""holiday menu"" and that was nice as well.  All in all a great place for groups--people of a variety of ages and food preferences.  A good experience.  I would give it a 3.75 so I will round to a 4.";--;--;--
/biz/marufuku-ramen-austin;Marufuku Ramen;Ramen,Noodles;Austin, TX;Nov 28, 2022;5;This ramen spot in Mueller is a terrific addition to ATX.  It is small with a pleasing decor, counter seating and attentive and friendly front of the house staff.  We have dined at this restaurant four times and have had a great experience with each visit.  We have had the pork (Hakata Tonkotsu)  and chicken ramen (Chicken Paitan), the Marufuku Bites (steamed buns with pork chashu) and the edamame appetizer.  Each dish was well prepared and flavorful.  Portions are large and represent a value--I get two meals out of one order which is about $16.50 at this writing.   We are happy to welcome Marufuku to Austin and specifically to the Mueller neighborhood.;2;--;1
/biz/yelp-elite-week-with-burrata-house-austin;Yelp Elite Week with Burrata House;Yelp Events;Austin, TX;Oct 10, 2022;5;We had carry out Burrata.  Our choices today were a Gourmet Umbra Panini and a Prosciutto and Burrata bowl.  We got two s. Pellegrino and tiramisu.  Everything was prepared quickly and tasted great!  The staff was super friendly welcoming us. It was a nice Elite event-trial strategy!  I will be back!  I live nearby and think this is a great new option in Mueller!  Thank you Burrata House for an excellent meal.;2;--;1
/biz/common-bond-bistro-and-bakery-montrose-houston;Common Bond Bistro & Bakery - Montrose;Cafes,Bakeries,Breakfast & Brunch;Montrose, Houston;Oct 3, 2022;5;I had breakfast here with a longtime friend.  Good parking, excellent food and teas, super cool vibe and space!  I so enjoyed my breakfast, I took two dozen macaroons back to my afternoon grad school class in Austin .  The Houston folks in the class were so so happy since it brought back happy undergrad memories.   Now I wonder. . .did they like my class or the rainbow macaroons?  Hummmmm.;1;--;--
/biz/sour-duck-market-austin-3;Sour Duck Market;Bakeries,Beer, Wine & Spirits,Smokehouse;Austin, TX;Oct 2, 2022;4;Had a mid/late Saturday afternoon meal.  Menus and ordering at tables via QR codes works well.  Payment system is also integrated which is easy.   Their large outdoor yard makes for a great Austin casual all day environment.  On this trip, we brought our two dogs--they have bowls and containers of water for self filling which is great. We had cheeseburger with fries, a farm salad, hummus, an Arnold Palmer and a glass of Malbec.  Everything was very good.   This is a great East Side option.  Parking can be a challenge like many spots!  Will be back again soon!;1;1;1
/biz/foreign-and-domestic-austin;Foreign & Domestic;New American,Wine Bars;Austin, TX;Jul 20, 2022;4;"Had a fun Sunday summer brunch with friends at Foreign and Domestic.  We had ""life changing Gruyère popovers"" as described by our server.  (Who could resist that??!!!).  They were very special!  We had F&D eggs bene, the cast iron frittata, the pancakes, and eggs any style.  Everyone was super happy with their meals!";1;--;--
/biz/paperboy-austin;Paperboy;Coffee & Tea,Breakfast & Brunch,New American;East Austin, Austin;Jul 16, 2022;5;I love this East Austin spot.  I have had a lunch and several breakfasts here.   The space is well designed and inviting.  The menu is enticing.  The food preparations are careful and delicious.  Each time I have visited, the service has been terrific.  I have eaten inside in the air conditioning and on the first floor open patio.  I have not been up on the rooftop deck.  i think this is a great addition to the day time food scene in East Austin.  One of my new favorites!;1;1;1
/biz/cork-and-screw-austin;Cork & Screw;Beer, Wine & Spirits,Wine Tasting Room;East Austin, Austin;Jul 16, 2022;5;We had a pleasant experience.  Selected a chilled rose to accompany our Fil n Viet lunch.  Surprised about the negative review.  Clean, well curated selection.  Helpful team members.  Our rose was great with our Lunch.  Will be back.;1;--;--
/biz/fil-n-viet-austin;Fil N' Viet;Food Trucks,Filipino,Vietnamese;East Austin, Austin;Jul 16, 2022;5;We went to Camp East for lunch today.  Love the outdoor dining but the humidity was high today so we took our lunch home.  We had the mushroom bun Mi and the ribs.  Delicious!;1;--;--
/biz/bacchus-a-bartolotta-restaurant-milwaukee-3;Bacchus - A Bartolotta Restaurant;New American,Steakhouses;East Town, Milwaukee;Jul 4, 2022;5;I was in Milwaukee for a business trip and a cocktail and seated dinner event was held in the solarium.  What a beautiful setting for an event.  The servers were very skilled and polite, our pre-selected meals (I had grilled Salmon) were cooked perfectly.  The restaurant was very careful about food allergies and a team member sought me out at the beginning of the meal to confirm my diary allergy, inquire about other special requirements and assure me that he was aware of the allergy and had communicate that to the chef.  He checked in with me on a couple of occasions to make sure I was doing well.  My dessert was three small sorbet balls instead of other options with dairy.  I will be back.  Impressive spot, excellent location.;1;--;--
/biz/launderette-austin;Launderette;New American,Breakfast & Brunch,Wine Bars;East Austin, Austin;Jul 4, 2022;5;We had a lovely special 4th of July meal at Launderette--an abundant (we have another two meals from our left overs!), well prepared Lobster bake complete with clams, mussels, corn, sausage, potatoes, shrimp in addition to the Star of the platter--Lobsters!  We had a lovely porch meal with so many yummy desserts, bib lettuce, cole slaw.  Thank you to the staff for working on the holiday--it was a very special treat and delicious.;1;--;--
/biz/jacobys-restaurant-and-mercantile-austin-2;Jacoby's Restaurant & Mercantile;New American,Southern;East Austin, Austin;Jun 26, 2022;4;We had a lovely evening dining outside on the covered back patio.  Service was prompt, the setting was definitely Austin casual, the food preparation was good.  There is valet parking and it was a fun evening.  We will be back;1;--;--
/biz/the-french-hen-café-saint-paul;The French Hen Café;Cafes,Breakfast & Brunch,Cajun/Creole;Cathedral Hill, Saint Paul;Jun 23, 2022;5;This is a lovely Cathedral Hill Cafe.  The sidewalk cafe seating is lovely in spring, the restaurant entrance through the flower shop is charming, service is friendly and helpful and the food is delicious.  Our family party of three had a savory crepe (lovely), buttermilk PANcake (unique and delicious), and creole market hash (excellent).  I try to visit on most of my MSP trips!!!;--;--;--
